CommercialCsiNumber,CommercialDeliveryMonth,UACsiNumber,SymbolCommercial,SymbolUA,ExchangeSymbol,Exchange,Name,SessionType,CloseField,SessionGroup,IsActive,TerminalPointValue,FullPointValue,Currency,ContractSize,Units,MinimumTick,TickValue,DeliveryMonths,StartDate,EndDate,LinkSymbol,TradingTime,OhlcOffset,Footnote,ConversionFactorCode,HasImplied5,HasCurrentDayVolume,HasCurrentDayOpenInterest,HasKnownExpirationDates,LastTotalVolume
66,0,66,AD,AD,AD,CME,"Australian Dollar",Combined,Settlement,"AD,AD2,AD1",1,1,100000,USD,"AUD100000","USD/AUD",5,5,SSVSSVSSVSSV,1987-01-13,2021-08-11,"","17:00 - 16:00",,"",5,0,0,0,1,61639
67,0,67,FR,FR,FR,CME,"French Franc",,Settlement,"",0,5,500000,USD,"FRF 500000","USD/FRF",2,10,IIVIIVIIVIIV,1974-09-23,2001-12-18,"","14:30 - 14:00",,"",5,0,0,0,1,
69,0,69,PA,PA,PA,NYMEX,"Palladium",RTH,Settlement,"PA,PA1,PA2",1,1,100,USD,"100 oz troy","$/oz troy",50,50,SSVSSVSSVSSV,1977-01-03,2021-08-11,"","18:00 - 17:00",,"",2,0,0,0,1,20
74,0,74,FF,FF,FF,CBT,"30 Day Federal Funds",Combined,Settlement,"FF,FF2,FF1",1,4.167,4167,USD,"$5000000","USD/bas pt",2.5,10.4175,VVVVVVVVVVVV,1988-10-03,2021-08-11,"","17:00 - 16:00",,"",3,1,0,0,1,53588
84,0,84,RP?,RP?,,CME,"British Pound-Spot Rolling",,Settlement,"",0,25,250000,USD,"GBP 250000","USD/GBP",1,25,IIVIIVIIVIIV,1993-06-15,1997-01-09,"","07:20 - 14:00",,"",4,0,0,0,1,
85,0,85,RD?,RD?,,CME,"Deutsche Mark Spot Rolling",,Settlement,"",0,25,250000,USD,"DEM250000","USD/DEM",1,25,IIVIIVIIVIIV,1993-09-14,1997-01-09,"","07:20 - 14:00",,"",4,0,0,0,1,
86,0,86,RY?,RY?,,CME,"Japanese Yen Spot Rolling",,Settlement,"",0,25,2500,USD,"JPY250000","USD/JPY",1,25,IIVIIVIIVIIV,1995-01-17,1997-01-09,"","07:20 - 14:00",,"",2,0,0,0,1,
89,0,89,HO,HO,HO,NYMEX,"NY Harbor ULSD",RTH,Settlement,"HO,HO1,HO2",1,4.2,42000,USD,"42000 gallons","USD/gal",1,4.2,VVVVVVVVVVVV,1978-11-15,2021-08-11,"","18:00 - 17:00",,"",4,0,0,0,1,10600
93,0,93,ES0,ES0,ES,CME,"e-mini S&P 500 Index( Divided by 10 )",,Settlement,"",0,5,50,USD,"$50 x Index","points",25,125,,,,"ES starts at 1997-09-09","15:45 - 15:15",,"",1,0,0,0,0,
96,0,96,BR9,BR9,,CME,"Broilers-Frozen",,Settlement,"",0,4,400,USD,"40000 lbs","cents/lb",1,4,IVIVVVVVIVIV,1969-08-19,1993-07-27,"","09:10 - 13:00",,"",2,0,0,0,1,
99,0,99,NK,NK,NK,CME,"Nikkei 225 Index",Combined,Settlement,"NK,NK1,NK2",1,5,5,USD,"$5.00 x Index","points",5,25,IIVIIVIIVIIV,1990-09-25,2021-08-11,"","17:00 - 16:00",,"",0,0,0,0,1,3517
102,0,102,RL,RL,RL,CME,"Russell 2000 Index",RTH,Settlement,"RL,RL1",0,5,500,USD,"$500 x Index","points",5,25,IIVIIVIIVIIV,1993-02-04,2008-09-23,"","08:30 - 15:15",,"",2,0,0,0,0,
104,0,104,MD,MD,MD,CME,"S&P MidCap 400 Index",RTH,Settlement,"",0,5,500,USD,"$500 x Index","points",5,25,IIVIIVIIVIIV,1992-02-13,2015-06-18,"","09:30 - 16:15",,"",2,0,0,0,1,
106,0,106,FI9,FI9,,CME,"FTSE 100 Index",,Settlement,"",0,5,50,USD,"$50 x INDEX","points",1,5,IIVIIVIIVIIV,1992-10-15,1997-07-22,"","09:30 - 16:15",,"",1,0,0,0,1,
108,0,108,IX,IX,,MACE,"Mini U.S. Dollar Index",,Settlement,"",0,12.5,1250,USD,"$1250 x Index","points",1,12.5,IIVIIVIIVIIV,1992-10-30,1993-09-13,"","08:20 - 15:15",,"",2,0,0,0,1,
109,0,109,YE,YE,,CBT,"mini Eurodollar(3Mth)",,Settlement,"",0,1.25,1250,USD,"$500000","USD/bas pt",5,6.25,SSVSSVSSVSSV,1992-08-21,2011-06-13,"","08:00 - 16:00",,"",3,0,0,0,1,
110,0,110,XW,XW,YW,CBT,"mini Chicago SRW Wheat",RTH,Settlement,"XW,XW1,XW2",1,1.25,10,USD,"1000 bu","cents/bu",1,1.25,IIVIVIVIVIIV,1981-06-25,2021-08-11,"","19:00 - 13:45",,"",-1,0,0,0,1,2
111,0,111,XC,XC,YC,CBT,"mini Corn",RTH,Settlement,"XC,XC1,XC2",1,1.25,10,USD,"1000 bu","cents/bu",1,1.25,IIVIVIVIVIIV,1981-06-25,2021-08-11,"","19:00 - 13:45",,"",-1,0,0,0,1,0
112,0,112,XS,XS,YK,CBT,"mini Soybeans",RTH,Settlement,"XS,XS1,XS2",1,1.25,10,USD,"1000 bu","cents/bu",1,1.25,VIVIVIVVVIVI,1981-06-25,2021-08-11,"","19:00 - 13:45",,"",-1,0,0,0,1,0
113,0,113,XL,XL,,MACE,"Mini Cattle-Live",,Settlement,"",0,2,200,USD,"20000 lbs","cents/lb",2.5,5,IVIVIVIVSVIV,1981-06-25,2007-08-30,"","09:10 - 13:15",,"",2,1,0,0,1,
114,0,114,XH,XH,,MACE,"Mini Hogs-Live",,Settlement,"",0,2.5,250,USD,"25000 lbs","cents/lb",2.5,6.25,IVIVIVVVIVIV,1981-06-25,2002-04-12,"","09:10 - 13:15",,"",2,1,0,0,1,
115,0,115,AG,AG,,CBT,"Silver(1000 oz)",,Settlement,"",0,1,10,USD,"1000 troy oz","cents/troyoz",1,1,SVSVSVSVSVSV,1981-03-16,2002-08-28,"","09:05 - 14:23",,"",1,0,0,0,1,
127,0,127,SF2,SF2,SF,CME,"Swiss Franc",RTH,Settlement,"SF,SF2,SF1",1,12.5,125000,USD,"CHF125000","USD/CHF",1,12.5,IIVIIVIIVIIV,1992-07-13,2021-08-11,"SF starts at 1972-05-16","17:00 - 16:00",,"",4,0,0,0,1,25
128,0,128,BP2,BP2,NB,CME,"British Pound",RTH,Settlement,"BP,BP2,BP1",1,6.25,62500,USD,"GBP62500","USD/GBP",1,6.25,SSVSSVSSVSSV,1992-07-13,2021-08-11,"BP starts at 1972-05-16","17:00 - 16:00",,"",4,0,0,0,1,18
129,0,129,CD2,CD2,CD,CME,"Canadian Dollar",RTH,Settlement,"CD,CD2,CD1",1,1,100000,USD,"CAD100000","USD/CAD",5,5,SSVSSVSSVSSV,1992-07-13,2021-08-11,"CD starts at 1972-05-16","17:00 - 16:00",,"",5,0,0,0,1,0
130,0,130,RR,RR,RRF,CBT,"Rough Rice",RTH,Settlement,"RR,RR2,RR1",1,2,2000,USD,"2000 CWT","$/CWT",5,10,VIVIVIVIVIVI,1986-08-20,2021-08-11,"","09:00 - 13:20",,"",3,0,0,0,1,82
133,0,133,WP?,WP?,,CBT,"Lumber-Plywood-Western",,Settlement,"",0,,,USD,"1/2 INCH C-D GRADE","$/1000 sqft",1,,VIVIVIVIVIVI,1969-12-01,1984-09-06,"","",,"",1,0,0,0,1,
139,0,139,HR9,HR9,,NYMEX,"Gasoline-Harbor Leaded",,Settlement,"",0,4.2,420,USD,"42000 gallons","cents/gallon",1,4.2,VVVVVVVVVVVV,1981-10-05,1986-10-31,"","09:30 - 15:30",,"",2,0,0,0,1,
140,0,140,YH,YH,,CBT,"T-Bond-U.S.",,Settlement,"",0,15.625,500,USD,"$50000 @ 8%","points",1,15.625,IIVIIVIIVIIV,1981-09-18,2005-06-21,"","08:20 - 15:15",,"",-3,0,0,0,0,
141,0,141,ED,ED,ED,CME,"Eurodollar",Combined,Settlement,"ED,ED2,ED1",1,2.5,2500,USD,"$1000000","USD/bas pt",2.5,6.25,SSVSSVSSVSSV,1981-12-09,2021-08-11,"","17:00 - 16:00",,"",3,1,0,0,1,1875780
142,0,142,EM,EM,EM,CME,"1-Month Eurodollar",Combined,Settlement,"EM,EM2,EM1",1,2.5,2500,USD,"$3000000","USD/bas pt",2.5,6.25,VVVVVVVVVVVV,1990-04-05,2021-08-11,"","17:00 - 16:00",,"",3,1,0,0,1,0
144,0,144,US2,US2,US,CBT,"U.S. T-Bond",RTH,Settlement,"US,US2,ZB",1,3.125,1000,USD,"$100000","points",5,15.625,IIVIIVIIVIIV,1987-05-01,2021-08-11,"US starts at 1977-08-22","17:00 - 16:00",,"",-8,0,0,0,1,6599
146,0,146,XT9,XT9,,MACE,"T-Bill Mini-U.S.",,Settlement,"",0,50,50000,USD,"$500000","USD/bas pt",1,50,IIVIIVIIVIIV,1982-04-27,2001-09-17,"","09:00 - 15:15",,"",3,0,0,0,1,
147,0,147,YN,YN,,CBT,"T-Note Mini-U.S. 10 Yr",,Settlement,"",0,15.625,1000,USD,"$50000","points",1,15.625,IIVIIVIIVIIV,1988-06-22,2004-12-20,"","07:20 - 15:15",,"",-4,0,0,0,0,
149,0,149,SP,SP,SP,CME,"S&P 500 Index",RTH,Settlement,"SP,SP2,SP1",1,2.5,250,USD,"$250 x Index","points",5,12.5,IIVIIVIIVIIV,1982-04-21,2021-08-11,"","08:30 - 15:15",,"",2,0,0,0,1,2016
150,0,150,TY,TY,TYF,CBT,"10-Year U.S. T-Note",Combined,Settlement,"TY,TY2,ZN",1,15.625,1000,USD,"$100000","points",1,15.625,IIVIIVIIVIIV,1982-05-03,2021-08-11,"","17:00 - 16:00",,"",-4,0,0,0,1,1288772
153,0,153,HC,HC,HCY,NYMEX,"Heating Oil Cr Synth",,Settlement,"",1,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,1997-03-04,2021-08-11,"","18:00 - 17:00",,"",2,0,0,0,1,0
154,0,154,UC,UC,,NYMEX,"HU/CLdif",,Settlement,"",0,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,1997-03-04,2006-12-18,"","09:50 - 15:10",,"",2,0,0,0,1,
187,0,187,PN,PN,,NYMEX,"Propane Gas-Liquified",RTH,Settlement,"",0,4.2,420,USD,"42000 gal","cents/gal",1,4.2,VVVVVVVVVVVV,1987-08-21,2009-09-23,"","08:55 - 14:25",,"",2,0,0,0,1,
188,0,188,CL,CL,CL,NYMEX,"Crude Oil",RTH,Settlement,"CL,CL1,CL2",1,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,1983-03-30,2021-08-11,"","18:00 - 17:00",,"",2,0,0,0,1,14685
189,0,189,S9,S9,,NYMEX,"Crude-Sour",,Settlement,"",0,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,1992-02-28,2001-10-11,"","16:00 - 12:30",,"",2,0,0,0,1,
190,0,190,KI,KI,,CBT,"Gold(One kilo)",,Settlement,"",0,3.57,35.7,USD,"1 kilogram","USD/oz",1,3.57,SVSVSVSVSVSV,1983-04-12,2002-04-25,"","09:05 - 14:40",,"",1,0,0,0,1,
191,0,191,NG,NG,NG,NYMEX,"Henry Hub Natural Gas",RTH,Settlement,"NG,NG1,NG2",1,10,10000,USD,"10000 mmBtu","USD/mmBtu",1,10,VVVVVVVVVVVV,1990-04-03,2021-08-11,"","18:00 - 17:00",,"",3,0,0,0,1,16221
192,0,192,SX,SX,,CME,"S&P 100 Index",,Settlement,"",0,5,500,USD,"$500 x Index","points",1,5,VVVVVVVVVVVV,1983-07-15,1986-09-19,"","",,"",2,0,0,0,1,
194,0,194,XM,XM,,MACE,"Mini Deutsche Mark",,Settlement,"",0,6.25,62500,USD,"DEM 62500","USD/DEM",1,6.25,IIVIIVIIVIIV,1983-09-15,2001-06-18,"","08:20 - 00:00",,"",4,0,0,0,1,
195,0,195,XP,XP,,MACE,"Mini British Pound",,Settlement,"",0,1.25,12500,USD,"GBP 12500","USD/GBP",2,2.5,IIVIIVIIVIIV,1983-09-15,2002-03-18,"","08:20 - 00:00",,"",4,0,0,0,1,
196,0,196,XJ,XJ,,MACE,"Mini Japanese Yen",,Settlement,"",0,6.25,62500,USD,"JPY 6250000","USD/JPY 100",1,6.25,IIVIIVIIVIIV,1983-09-15,2001-09-17,"","08:20 - 00:00",,"",4,0,0,0,1,
197,0,197,XD,XD,,MACE,"Mini Canadian Dollar",,Settlement,"",0,5,50000,USD,"CAD 50000","USD/CAD",1,5,IIVIIVIIVIIV,1983-09-15,2002-06-18,"","08:20 - 00:00",,"",4,0,0,0,1,
198,0,198,XF,XF,,MACE,"Swiss Franc",,Settlement,"",0,6.25,62500,USD,"CHF 62500","USD/CHF",1,6.25,IIVIIVIIVIIV,1983-09-15,2001-12-17,"","08:20 - 00:00",,"",4,0,0,0,1,
202,0,202,AL,AL,,COMEX,"Aluminum",RTH,Settlement,"",0,4.4,44000,USD,"44000 lbs","USD/lb",5,22,VVVVVVVVVVVV,1983-12-08,2009-09-28,"","07:50 - 14:10",,"",4,0,0,0,1,
207,0,207,TU2,TU2,TU,CBT,"2-Year U.S. T-Note-(#382 w/ less precision)",,Settlement,"",1,31.25,2000,USD,"$200000","points",1,31.25,IIVIIVIIVIIV,1990-06-22,2021-08-11,"","17:00 - 16:00",,"",-4,0,0,0,1,267580
208,0,208,XV,XV,,MACE,"T-Note Mini-U.S.  5 Yr",,Settlement,"",0,7.8125,500,USD,"$50000","points",1,7.8125,IIVIIVIIVIIV,1993-04-30,2001-03-21,"","07:20 - 15:15",,"",-4,0,0,0,0,
212,0,212,XO,XO,,MACE,"Oats-Mini",,Settlement,"",0,1.25,10,USD,"1000bu","cents/bu",1,1.25,IIVIVIVIVIIV,1984-05-31,2002-05-14,"","09:30 - 13:30",,"",-1,0,0,0,1,
223,0,223,XU,XU,,MACE,"Mini Platinum",,Settlement,"",0,2.5,25,USD,"25 oz troy","USD/oz troy",1,2.5,VIIVIIVIIVII,1984-11-13,2001-07-19,"","09:30 - 14:45",,"",1,0,0,0,1,
224,0,224,HU,HU,RBOB,NYMEX,"Gasoline Unleaded",RTH,Settlement,"HU,HU1,HU2",0,4.2,42000,USD,"42000 gallons","USD/gal",1,4.2,VVVVVVVVVVVV,1984-12-03,2006-12-29,"","09:30 - 15:10",,"",4,0,0,0,1,
226,0,226,GU,GU,,NYMEX,"Gasoline Unleaded Gulf Coast",,Settlement,"",0,,,USD,"","",1,,VVVVVVVVVVVV,1992-09-18,1995-04-05,"","09:40 - 15:20",,"",4,0,0,0,1,
227,0,227,EK,EK,,CME,"Euromark-3Mth",RTH,Settlement,"",0,25,2500,DEM,"DEM 1000K","DEM/bas pt",1,25,IIVIIVIIVIIV,1993-04-26,1996-12-13,"","07:20 - 14:00",,"",2,0,0,0,1,
247,0,247,XE,XE,,MACE,"Mini Soybean Meal",,Settlement,"",0,,,USD,"20 short tons","USD/short ton",1,,VIVIVIVVVVIV,1986-01-31,2002-05-13,"","09:30 - 13:30",,"",1,0,0,0,1,
250,0,250,TY2,TY2,TYF,CBT,"10-Year U.S. T-Note",RTH,Settlement,"TY,TY2,ZN",1,15.625,1000,USD,"$100000","points",1,15.625,IIVIIVIIVIIV,1987-05-01,2021-08-11,"TY starts at 1982-05-03","17:00 - 16:00",,"",-4,0,0,0,1,79183
251,0,251,FV,FV,FV,CBT,"5-Year U.S. T-Note",Combined,Settlement,"FV,FV2,ZF",1,3.125,1000,USD,"$100000","points",2.5,7.8125,IIVIIVIIVIIV,1988-05-20,2021-08-11,"FV starts at 1988-05-20","17:00 - 16:00",,"",-8,0,0,0,1,713880
253,0,253,MB,MB,,CBT,"Muni Bond Index",Combined,Settlement,"MB,MB2,MB1",0,31.25,1000,USD,"$1000 x Index","points",1,31.25,IIVIIVIIVIIV,1985-06-11,2006-03-22,"","08:20 - 15:00",,"",-3,0,0,0,0,
258,0,258,BC,BC,,CME,"Major Market Index",RTH,Settlement,"",0,5,500,USD,"$500 x Index","points",5,25,VVVVVVVVVVVV,1985-08-06,1999-02-12,"","09:15 - 16:15",,"",2,0,0,0,1,
259,0,259,XR,XR,,MACE,"Mini Soybean Oil",,Settlement,"",0,1.2,120,USD,"12000 lbs","cents/lb",1,1.2,VIVIVIVVVVIV,1995-01-13,2002-01-11,"","09:30 - 13:30",,"",2,0,0,0,1,
261,0,261,DM2,DM2,,CME,"Deutsche Mark",RTH,Settlement,"DM,DM2",0,12.5,125000,USD,"DEM125000","USD/DEM",1,12.5,IIVIIVIIVIIV,1992-06-26,1999-08-09,"DM starts at 1972-05-16","07:20 - 14:00",,"",4,0,0,0,0,
262,0,262,JY2,JY2,JY,CME,"Japanese Yen",RTH,Settlement,"JY,JY2,JY1",1,1.25,125000,USD,"JPY12500000","USD/JPY 100",5,6.25,SSVSSVSSVSSV,1992-06-26,2021-08-11,"JY starts at 1972-05-16","17:00 - 16:00",,"",5,0,0,0,1,0
265,0,265,AD2,AD2,AD,CME,"Australian Dollar",RTH,Settlement,"AD,AD2,AD1",1,1,100000,USD,"AUD100000","USD/AUD",5,5,SSVSSVSSVSSV,1992-07-13,2021-08-11,"AD starts at 1987-01-13","17:00 - 16:00",,"",5,0,0,0,1,19
266,0,266,GI,GI,GI,CME,"Goldman Sachs Commodity Index",Combined,Settlement,"GI,GI2,GI1",1,2.5,250,USD,"$250 x Index","points",5,12.5,VVVVVVVVVVVV,1992-07-28,2021-08-11,"","17:00 - 16:00",,"",2,0,0,0,1,1923
269,0,269,ED2,ED2,ED,CME,"Eurodollar",RTH,Settlement,"ED,ED2,ED1",1,2.5,2500,USD,"$1000000","USD/bas pt",2.5,6.25,SSVSSVSSVSSV,1992-08-17,2021-08-11,"ED starts at 1981-12-09","17:00 - 16:00",,"",3,1,0,0,1,93488
270,0,270,EM2,EM2,EM,CME,"1-Month Eurodollar",RTH,Settlement,"EM,EM2,EM1",1,2.5,2500,USD,"$3000000","USD/bas pt",2.5,6.25,VVVVVVVVVVVV,1992-08-17,2021-08-11,"EM starts at 1990-04-05","17:00 - 16:00",,"",3,1,0,0,1,0
271,0,271,TB2,TB2,,CME,"T-Bill-U.S. 3 Mth",RTH,Settlement,"TB,TB2",0,2.5,2500,USD,"$1000000","USD/bas pt",5,12.5,IIVIIVIIVIIV,1992-08-17,2003-09-15,"TB starts at 1976-01-06","07:30 - 14:00",,"",3,0,0,0,0,
276,0,276,EA,EA,,COMEX,"Index-FTSE Eurotop 300",,Settlement,"",0,2,200,USD,"$200 x INDEX","points",5,10,IIVIIVIIVIIV,1999-10-22,2002-01-09,"","05:00 - 11:00",,"",2,0,0,0,1,
277,0,277,ER9,ER9,,COMEX,"Index-Eurotop 100",,Settlement,"",0,10,100,USD,"$100 x INDEX","points",1,10,IIVIIVIIVIIV,1992-10-26,2002-01-24,"","05:00 - 11:00",,"",1,0,0,0,1,
278,0,278,MP2,MP2,MP,CME,"Mexican Peso",RTH,Settlement,"MP,MP2,MP1",1,5,500000,USD,"MXN 500000","USD/MXN",10,50,SSVSSVSSVSSV,1995-04-25,2021-08-11,"","17:00 - 16:00",,"",5,0,0,0,1,11
279,0,279,BF?,BF?,,CBT,"Barge Freight Index",,Settlement,"",0,1,1,USD,"","",1,1,IIVIVIVIIVIV,1992-10-23,1993-09-30,"","09:30 - 15:00",,"",0,0,0,0,1,
280,0,280,NZ9,NZ9,,CBT,"Ammonia-Anhydrous(NH3)",,Settlement,"",0,10,100,USD,"100 tons","$/ton",1,10,IVVVIVIIVIIV,1992-09-11,1997-04-18,"","10:05 - 13:50",,"",1,0,0,0,1,
287,0,287,FZ,FZ,,CBT,"Fertilizer-Dap",,Settlement,"",0,10,100,USD,"100 tons","USD/ton",1,10,VVVVVVVVVVVV,1991-10-18,1997-07-22,"","10:30 - 14:15",,"",1,0,0,0,1,
290,0,290,SP2,SP2,SP,CME,"S&P 500 Index",Combined,Settlement,"SP,SP2,SP1",1,2.5,250,USD,"$250 x Index","points",10,25,IIVIIVIIVIIV,1982-04-21,2021-08-11,"SP starts at 1982-04-21","17:00 - 16:00",,"",2,0,0,0,1,2016
